age,daily_screen_time,social_media_hours,study_hours,sleep_hours,notifications_per_day,focus_score,addiction_level,productivity_score
33,4.23,3.69,6.64,6.33,141,100,50,69.02
15,3.88,2.03,,8.02,76,100,50,68.1
,6.28,5.01,2.66,6.89,292,97.81,100,0
18,8.58,3.56,,4.19,158,100,50,45.2
23,4.64,3.64,6.76,8.22,218,100,50,96.29
27,2.12,1.47,7.86,4.26,228,100,0,89.58
28,7.19,,5.54,4.85,292,100,50,59.94
24,8.06,3.88,3.03,4.51,157,100,50,0.91
20,11.63,4.41,2.25,4.39,153,90.6,50,14.51
30,7.89,4.18,5.31,4.13,35,100,50,
20,6.71,2.83,7.85,4.28,122,100,50,74.71
31,7.73,5.31,5.01,6.21,,100,100,36.21
24,11.28,10.11,7.05,5.26,109,,100,14.45
32,10.28,3.16,2.63,4.63,23,100,,25.22
36,5.23,3.27,3.26,7.29,81,100,50,31.64
32,4.37,2.82,7.25,5.13,231,100,50,74.78
17,4.63,3.93,6.05,4.09,267,100,50,32.59
34,7.04,4.25,7.85,6.09,211,100,50,60.37
35,9.44,5.91,6.2,5.55,75,100,100,41.26
39,7.03,4.1,3.59,5.59,50,100,50,16.94
29,2.68,1.24,4.25,6.23,20,100,0,74.89
29,9.24,3.08,7.2,7.34,217,100,50,89.36
18,10.06,5.48,4.41,7.08,64,100,100,29.49
23,4.89,1.62,2.04,8.69,66,100,0,46.4
33,8.64,5.45,3.48,6.59,241,96.72,100,17.28
38,6.27,3.04,4.13,6.36,100,100,50,26.1
31,10.89,,0.77,5.07,299,69.24,100,0
25,10.45,3.98,5.95,7.78,208,100,50,67.53
39,7.25,6.23,0.87,4.7,58,84.26,100,0
23,8.92,7.46,3.24,6.46,102,94.24,100,0
24,,4.48,6.44,6.11,195,100,50,48.89
32,6.96,3.52,3.74,7.29,28,100,50,51.96
34,5.13,3.43,6.74,8.59,297,100,50,55.17
27,9.54,3.41,2.74,8.73,277,100,50,54.27
,4.2,2.15,7.66,4.84,291,100,50,84.09
21,5.89,2.65,1.68,5.31,,98.36,50,9.76
31,10.66,9.05,0.31,8.06,199,72.82,100,0
35,9.24,7.5,6.98,6.59,,100,100,51.36
37,6.04,3.91,6.02,6.27,34,100,50,48.78
29,4.15,2.54,1.86,7.55,86,100,50,46.29
34,5.56,4.77,7.88,7.01,206,100,50,69.37
29,4.84,4.16,4.02,8.85,82,100,50,55.53
15,3.76,3.31,7.61,6.92,60,100,50,91.19
39,9.43,3.54,4.04,6.33,47,100,50,43.99
28,4.52,1.79,3.77,6.71,296,100,0,58.98
19,6.54,4.62,3.59,8.04,240,100,50,27.7
25,5.86,,2.68,7.06,236,95.96,50,25.51
30,11.82,3.68,4.27,7.24,241,100,50,34.52
16,5.91,1.99,3.62,8.86,80,100,0,55.27
22,2.8,2.33,0.29,7.09,122,98.22,50,17.96
25,2.9,2.38,2.08,5.9,204,100,50,33.64
,7.91,4.07,1.7,7.46,166,94.84,50,3.89
17,7.99,6.67,6.94,7.3,94,100,,53.65
15,6.19,4.06,4.79,4.07,20,100,50,46.9
25,6.32,4.95,,6.34,181,100,50,60.96
,2.54,1.41,7.65,7.71,36,100,0,100
32,7.17,2.64,5.15,6.5,262,100,50,44.49
30,7.05,3.95,7.86,7.9,38,100,50,92.05
37,3.5,2.01,2.49,6.25,78,100,50,42.17
24,3.04,1.92,1.49,8.92,220,100,0,37.53
,3.24,1.18,3.23,5.46,134,100,0,43.28
20,3.01,2.69,3.77,4.46,222,100,50,35.19
33,8.1,3.62,7.16,6.15,50,100,50,76.1
18,3.96,1.66,4.48,6.71,213,100,0,54.58
27,4.51,2.78,2.34,5.75,125,100,50,23.98
38,3.74,2.33,5.94,5.21,145,100,50,48.56
28,11.58,6.53,4.05,7.36,122,98.04,100,24.48
17,10.55,8.05,1.3,5.89,182,79.68,100,0
24,4.3,2.62,4.61,7.16,140,100,50,44.45
20,5.28,3.52,7.29,7.9,259,100,50,75.41
15,4.1,3.01,6.74,7.81,114,100,50,73.71
37,6.92,2.18,4.69,5.88,227,100,50,63.46
38,2.2,1.41,3.02,6.84,168,100,0,35.41
28,8.71,7.23,0.7,6.25,212,74.53,100,0
22,7.23,2.24,3.76,8.35,161,100,50,69.32
33,10.99,5.97,6.02,8.39,291,100,100,21.38
28,3.64,3.11,2.88,5.72,220,100,50,32.34
24,10.04,5.14,1.88,4.46,181,79.91,,0
31,9.92,5.71,7.45,4.84,128,100,100,33.95
23,3.27,2.91,6.57,5.84,282,100,50,59.94
20,5.99,2.51,5.11,6.82,229,100,50,
25,3.7,1.25,1.09,7.28,168,100,0,22.8
39,4.55,3.71,1.16,5.66,275,90.37,50,0
21,4.63,3.8,0.83,7.34,218,100,50,16.56
31,7.56,4.41,4.93,8.69,205,100,50,52.16
15,6.11,3.72,0.92,7.26,184,99.76,50,4.28
36,11.48,9.2,6.74,4.79,127,86.21,100,2.46
19,3.26,2.42,7.94,6.9,102,100,50,99.89
23,11.74,5.39,2.93,6.71,99,95.61,100,33.7
32,4.31,1.34,3.63,8.35,272,100,0,56.98
38,9.73,5.72,5.69,5.75,44,100,100,37.65
35,5.39,4.39,7.5,6.11,70,100,50,93.86
16,3.43,2.87,7.15,6.99,127,100,50,88.07
25,10.58,9.24,0.46,6.62,257,68.16,100,0
20,5.09,4.21,1.35,7.6,,98.54,50,
22,8.59,5.57,6.04,4.2,99,100,100,25.41
18,7.66,4.34,5.51,6.82,115,100,50,63.9
32,6.72,5.14,1.07,4.61,169,86.35,100,0
25,6.96,5.18,4.02,5.58,25,100,100,27.83
19,9.32,5.81,6.25,7.31,41,100,100,55.52
29,2.88,1.01,1.75,4.79,239,100,0,43.45
32,8.68,7.43,6.97,5.54,31,100,100,29.69
16,10.96,6.28,0.42,7.52,211,82.72,100,0
36,2.58,1.34,6.26,7.25,244,100,0,73.99
25,3.41,2.31,4.93,4.46,186,100,50,50.32
39,,6.46,2.52,6.89,135,88.76,100,11.93
27,6.37,2.72,5.77,4.74,167,100,50,57.79
18,6.04,4.85,6.26,5.26,55,100,50,65.78
36,3.37,1.6,7.47,6.3,264,100,0,80.33
21,7.07,2.91,,4.55,149,94.6,50,29.87
25,3.27,1.78,5.49,8.97,259,100,0,90.52
36,6.77,5,4.82,4.83,124,100,100,24.85
38,9.64,8.48,4.2,7.91,186,93.69,100,3.46
18,4.58,3.6,7.12,8.15,61,100,50,79.79
29,6.81,5.89,0.03,8.97,273,88.83,100,0
15,11.92,4.58,2.26,6.14,224,100,50,21.3
37,8.87,3.04,4.31,8.37,214,100,50,55.82
17,10.41,6.61,,8.79,190,85.57,100,0
28,6.15,2.92,7.26,4.86,269,100,50,61.21
20,9.68,7.71,5.18,6.4,123,96.38,100,31.55
32,2.41,1.69,3.82,4.3,58,100,0,41.16
39,3.23,2.85,6.52,7.1,255,,50,85.94
,4.03,1.83,3.61,6.91,153,100,0,48.69
20,6.02,3.56,4.47,5.02,271,100,50,18.71
20,10.46,6.28,0.02,7.99,189,79.1,100,0
35,5.46,2.42,2.93,4.19,226,100,50,45.1
30,8.55,5.59,1.11,8.03,162,91.21,100,0
19,9.09,5.14,5.52,4.13,38,100,100,27.71
31,7.86,4.46,3.83,7.28,,100,50,31.62
,5.57,2.88,2.41,4.39,83,100,50,23.02
35,7.77,2.41,3.74,5.26,249,100,50,27.03
32,5.42,3.32,1.68,7.61,194,100,50,35.25
21,2.84,1.42,7.4,5.4,39,100,0,91.55
17,11.93,3.59,0.43,6.56,295,89.8,50,11.8
27,3.27,1.59,6.92,8.58,245,100,0,72.19
29,2.72,1.27,4.09,4.25,250,100,0,49.37
34,10.79,5.78,4.95,8.06,120,100,100,43.99
33,5.02,1.9,2.42,4.33,246,100,0,22.98
17,8.5,5.14,7.73,4.63,57,100,100,52.38
18,5.29,3.78,2.25,4.6,84,100,50,0
19,5.91,4.01,4.71,8.97,95,100,50,43.34
15,4.62,3.61,7.95,4.9,211,100,50,81.78
18,5.43,3.1,7.05,8.48,142,100,50,87.59
26,6.11,3.74,4.29,8.95,144,100,50,51.41
38,9.2,7.23,7.92,5.92,46,100,100,46.99
24,7.12,3.96,5.61,7.16,122,100,50,66.77
37,11.44,8.25,1.67,7.9,295,77.34,100,0
39,2.42,,3.24,5.96,79,100,0,40.79
35,7.03,3.87,2.68,4.81,187,87.2,50,0
34,7.84,5.93,2.75,6.17,102,100,100,11.55
38,11.2,4.53,6.08,7.86,25,100,50,75.44
39,2.49,1.25,4.67,7.9,183,100,0,77.61
27,7.73,3.36,0.3,5.15,221,85.56,50,11.84
37,10.54,5.43,7.02,4.87,196,100,100,43.52
28,4.42,1.94,2.37,8.6,175,100,0,48.78
37,10.76,6.97,7.98,4.22,297,100,100,35.67
19,2.19,1.71,7.63,7.67,121,100,0,100
18,9.32,,7.52,4.23,99,96.76,100,28.72
28,11.33,5.88,6.49,8.19,213,100,100,54.36
24,8.57,7.66,1.76,8.53,110,87.91,100,12.14
31,6.39,4.19,4.26,5.49,86,100,50,26.66
24,2.45,1.32,1.79,4.37,234,100,0,2.05
21,11.2,8.97,2.08,6.4,164,80.56,100,0
30,6.7,4.94,4.89,5.49,59,100,50,57.47
15,2.29,1.72,0.33,6.09,231,98.82,0,6.26
31,,3.72,7.76,7.32,78,100,,94.87
35,6.82,3.96,7.35,5.05,47,100,50,65.8
23,3.24,2.65,3.05,5.78,66,100,50,26.4
20,4.14,2.49,4.12,7.91,256,100,50,60.04
33,2.64,1.87,3.73,7.22,136,100,0,40.13
27,7.74,5.05,7.06,5.63,170,100,100,68.46
17,8.22,6.62,5.51,7.32,102,100,100,36.79
21,7.06,3.32,2.22,7.83,76,100,50,15.45
36,10.17,6.56,3.57,6.96,236,93.59,100,29.48
23,10.61,3.97,3.43,5.2,239,100,50,29.94
36,8.16,5.83,7.67,4,261,94.77,100,45.39
19,2.13,1.57,1.4,8.01,118,100,0,46.83
24,8.95,2.92,0.72,8.11,261,97.29,50,0
37,6.18,4.36,7.04,7.49,222,100,50,60.07
31,7.66,4.2,7.17,4.38,56,100,50,83.41
26,8.49,3.18,6.97,6.93,265,100,50,72.26
37,5.5,3.04,4.09,8.11,147,100,50,46.31
30,11.17,4.65,5.28,5.95,154,100,50,42.42
17,3.34,1.83,4.51,4.99,83,100,0,41.94
39,8.72,4.63,0.56,,293,85.52,50,10.25
36,2.04,1.52,4.77,8.13,48,100,0,70.29
23,11.25,8.6,0.11,4.24,245,54.48,100,0
29,3.13,2.08,2.6,6.98,79,100,50,43.59
19,2.95,0.93,7.46,7.22,73,100,0,100
37,5.33,4.58,2.43,7.01,168,100,50,24.62
27,5.74,4.09,7.52,7.25,77,100,50,62.44
28,4.14,1.33,2,7.16,55,100,0,34.02
34,7.85,6.21,2.52,4.65,164,81.66,100,0
29,6.43,2.7,5.03,5.17,269,100,50,53.62
30,2.34,1.52,6.09,7.09,99,100,0,85.92
37,5.2,3.02,4.01,4.09,34,100,50,41.03
27,10.1,5.57,7.06,7.17,59,100,100,55.77
31,8.9,7.42,0.32,7.33,100,84.38,100,0
37,9.25,5.2,7.38,5.2,212,100,100,43.85
22,8.98,3.1,1.57,6.99,185,91.75,50,31.39
35,5.11,4.44,7.07,6.67,223,100,50,65.56
,3,2.56,3.21,5.3,230,100,50,13.93
19,4.72,3.35,6.66,6.31,277,100,50,60.31
20,10.32,5.99,5.37,8.55,134,100,100,50.17
26,11.8,4.2,1.41,6.13,252,96.21,50,2.58
32,6.94,5.37,7.34,7.15,96,100,100,49.12
36,2.1,0.73,1.96,4.18,115,96.52,0,26.35
36,3.4,1.16,1.95,4.39,117,99.17,0,21.35
15,5.22,3.25,6.51,4.41,75,100,50,59.24
31,7.79,3.09,0.85,7.89,137,100,50,21.93
25,2.75,0.84,1.78,5.75,138,100,0,29.13
24,11.43,6.33,4.03,5.14,57,100,100,20.11
33,5.65,2.16,6.64,7.74,204,100,50,98.04
28,11.13,4.41,1.18,4.85,261,77.12,,24.09
24,9.81,3.4,4.38,5.23,70,100,50,31.33
29,9.55,4.04,5.69,6.15,146,100,50,51.7
33,8.07,5.89,6.88,5.66,122,100,100,28.18
18,8.27,6.49,7.48,6.93,248,99.09,100,45.32
16,8.38,4.79,6.28,5.69,230,100,50,58.82
23,8.29,5.01,5.22,5.96,104,99.9,,16.11
24,7.54,,3.47,8.31,293,100,50,44.01
25,11.86,4.05,0.9,8.42,46,100,50,16.97
28,9.32,4.24,5.68,8.14,91,100,50,45.22
21,9.77,6.12,7.94,8.32,114,100,100,72.38
37,10.72,7.97,5.89,6.85,95,100,100,29.08
,4.16,2.76,0.13,7.23,25,100,50,8.5
36,2.84,1.52,3.97,6.79,109,100,0,64.71
33,6.83,2.53,4.92,7.93,99,100,50,57.34
36,7.14,5.49,5.52,6.76,241,99.85,100,42.41
29,10.29,5.33,5.76,4.56,102,100,100,34.74
38,6.44,4.78,4.46,8.05,101,100,50,45.93
22,7.71,4.69,1.79,7.8,171,94.91,,11.8
25,7.27,5.4,7.54,8.1,64,100,100,57.3
23,2.38,2.01,5.57,4.95,231,100,50,43.46
29,8.15,6.95,1.89,5.36,90,82.21,100,0
15,10.28,6.38,2.58,5.48,282,81.77,100,0
15,3.58,2.17,7.38,6.54,77,100,50,89.55
33,7.94,3.65,7.1,4.67,76,100,50,62.55
17,7.94,6.84,3.24,5.93,130,90.91,,0
24,3.64,2.09,0.31,4.91,161,98.83,50,0
22,3.23,1.22,0.39,5.32,75,98.71,0,11.53
29,11.8,6.6,2.27,7.53,31,90.83,100,0
24,5.94,2.23,5.03,8.27,34,100,50,90.24
15,4.27,2.57,4.67,4.11,27,100,50,46.61
32,3.71,2.36,5.07,6.83,250,100,50,74.13
16,8.68,4.36,5.74,4.18,205,98.8,50,38.04
33,8.09,2.77,0.15,4.43,72,89.2,50,17.98
27,8.44,7.31,0.84,7.53,,83.99,100,0
36,2.88,2.2,2.88,7.68,193,100,50,47.35
15,10.94,8.79,1.24,8.07,238,63.62,100,0
16,5.89,3.06,0.6,6.37,282,91.62,50,0
30,5.13,3.88,5.13,8.3,274,100,50,46.89
29,6.62,3.91,6.52,4.83,289,100,50,50.65
27,5.9,2.48,6.02,5.25,94,100,50,92.97
30,10.64,3.99,6.54,4.67,243,100,50,45.77
31,11.29,5.72,5.33,7.99,111,100,100,47.25
,5.03,1.92,,5.14,153,100,0,73.59
21,10.64,9.56,2.17,4.78,182,60.49,100,0
38,9.82,3.24,7.94,7.12,217,100,50,91.54
31,11.31,6.39,1.47,4.39,208,70.73,100,0
21,4.46,2.55,1.72,4.22,92,100,50,22.78
27,7.77,3.73,2.31,4.53,,96.16,50,10.28
19,4.75,3.05,7.8,4,50,100,50,61.32
31,10.24,3.99,7.91,7.48,138,100,50,75.27
17,,1.58,6.36,6.81,178,100,0,76.04
21,7.65,3.82,5.03,5.05,274,100,50,39.67
31,5.39,3.53,4.16,5.17,264,100,50,36.57
21,5.23,3.81,7.76,8.05,125,100,50,100
35,8.45,7.04,5.56,6.51,217,90.07,100,4.57
15,10.51,8.42,7.56,7.49,139,98.96,100,41.02
31,8.09,5.38,2.53,6.26,101,89.63,100,29.63
31,10.53,5.61,2.67,5.19,289,83.75,100,0
25,4.65,2.8,6.84,8.85,206,100,50,77.02
39,7.2,5.48,1.2,6.83,295,84.91,100,0
17,6.51,5.38,7.57,4.65,71,100,100,62.48
29,,0.77,4.06,6.03,87,100,0,48.14
35,7.57,4.02,7.41,5.65,153,100,50,81.07
25,8.62,6.6,2.69,5.07,139,84.86,100,1.06
30,7.92,4.43,5.73,8.67,76,100,50,48.98
39,9.36,4.67,3.86,8.4,205,100,50,48.63
36,7.71,4.22,5.01,5,91,100,50,48.85
23,2.67,1.77,4.03,5.76,177,100,0,49.61
,3.16,2.84,7.74,7.81,247,100,50,81.73
38,7.96,4.74,5.54,5.04,253,,50,23.41
15,4.75,2.02,2.01,6.96,30,100,50,33.75
39,2.8,1.11,7.28,7.5,194,100,0,100
36,6.3,2.05,2.35,7.27,280,100,50,17.87
30,7.54,4.79,2.97,7.53,150,,50,16.19
23,5.29,3.32,0.82,7.53,21,100,50,21.56
,9.2,3.89,7.2,8.82,268,100,50,84.04
26,8.44,6.05,2.29,5.73,219,81.95,100,3.28
33,5.33,3.97,2.07,8.39,201,100,50,17.04
36,9.55,4.35,7.36,4.11,146,100,50,53.94
23,,4.3,6.44,5.44,216,100,50,46.12
21,8.37,7.49,1.13,4.24,63,76.63,100,0
28,7.53,3.95,6.15,7.26,29,100,50,71.12
33,2.11,1.6,7.3,4.5,244,100,0,73.65
33,8.97,,0.63,8.23,235,92.34,100,0.52
16,5.76,4.47,6.6,7.23,230,100,50,59.49
23,11.43,8.7,4.38,,236,75.46,100,0
27,10.18,7.13,5.35,7.57,68,100,100,45.21
29,7.88,6.41,3.94,8.31,182,100,100,34.57
17,4.52,3.9,5.58,7.31,212,100,50,36.79
25,4.04,2.62,0.27,4.15,164,90.99,50,18.64
35,5.4,2.39,6.1,8.29,178,100,50,82.1
28,6.77,3.65,0.27,7.66,199,89.66,50,11.3
39,4.96,3.74,3.64,5.89,45,100,50,
22,,4.94,1.21,5.64,119,100,50,0
32,3.65,1.48,6.59,6.4,130,100,0,87.62
33,11.78,3.9,2.51,8.34,289,95.9,50,45.14
30,3.08,2.19,3.63,5.26,70,100,50,32.03
16,11.32,5.1,3.43,4.5,34,98.08,100,
22,11.14,6.68,6.18,8.32,147,100,100,41.34
36,7.25,5.42,3.85,4.13,159,86.23,100,25.22
20,9.25,,6.31,8.55,261,100,100,36.3
26,6.36,2.23,,5.53,65,98.21,50,13
29,8.3,3.41,1.53,6.54,253,84.54,50,0
39,5.41,2.33,4.41,4.66,91,100,50,39.44
22,5.01,2.28,7.58,8.51,114,100,50,91.91
18,7.78,4.97,0.6,7.75,151,89.21,50,4.82
29,,4.2,,8.62,51,100,50,0
34,7.8,3.29,1.25,7.42,56,100,50,38.17
39,4.87,1.66,5.13,4.92,145,100,0,76.57
31,5.67,2.28,3.19,5.54,157,100,50,38.19
27,2.84,2.53,6.6,6.43,119,100,50,61.13
32,2.52,,0.58,7.04,261,98.46,0,7.29
16,4.53,3.72,1.57,8.63,264,100,50,22.14
27,2.74,2.22,2.4,,46,100,50,
27,3.04,1.85,5.01,7.52,228,100,0,78.83
36,10.13,7.33,5.48,8.81,118,100,100,33.27
29,2.39,0.99,0.99,4.76,156,95.56,0,25.62
34,8.59,6.12,7.55,8.31,206,100,100,61.33
24,4.73,2.19,2.73,6.1,,100,50,33.24
17,10.72,8.57,5.71,7.66,137,88.84,100,
33,6.85,2.4,4.19,5.47,177,100,50,33.25
17,,3.87,1.78,5.67,294,85.7,50,2.6
36,7.18,2.58,6.77,4.14,188,100,50,62.8
28,5.82,4.82,6.55,8.86,74,100,50,
22,7.64,3.69,3.17,8.07,103,100,50,39.76
37,,2.18,4.71,4.47,25,100,50,49.29
18,11.97,7.09,2.06,9,275,87.16,100,0
34,6.26,3.25,5.52,7.03,217,100,50,69.47
25,5.48,3.77,2.47,8.27,171,,50,15.42
25,9.1,7.9,6.75,4.33,189,91.3,100,25.33
25,5.64,1.83,1.74,5.95,267,100,0,36.86
16,10.33,8.79,0.12,,268,51.88,100,0
31,6.54,4.35,2.15,4.53,169,99.61,50,12.27
23,9.2,7.22,1.53,6.44,229,77.06,100,0
16,,1.63,4.07,6.21,247,100,,42.27
38,10.46,6.1,1.63,5.08,263,75.64,100,0
29,9.36,7.69,6.11,5.5,160,96.69,100,22.64
30,4.12,2.26,1.93,8.84,139,100,50,34.46
39,3.45,2.14,5.66,,199,100,50,55.58
18,5.16,1.61,4.63,5.07,144,100,0,61.37
22,11.76,4.65,7.89,6.68,261,100,50,65.47
23,4.57,3.13,8,7.35,231,,50,77.27
19,6.56,4.79,6.96,7.63,36,100,50,98.22
30,2.3,1.49,6.08,7.77,35,100,0,83.31
27,5.97,2.3,3.09,4.18,,100,50,32.92
21,7.71,4.37,6.03,5.97,299,100,50,53.16
34,11.53,5.92,7.65,7.87,65,100,100,62.37
31,7.17,4.28,0.19,8.52,277,87.34,50,0
17,10.19,8.38,4.3,7.01,162,81.43,100,0
19,7.47,5.72,,4.26,32,97.39,100,0
,2.41,0.84,4.46,5.98,64,,0,66.22
26,5.15,4.3,3.73,4.37,66,98.7,,10.65
21,7.76,4.52,4.61,7.74,35,100,50,60.27
23,11.51,8.59,4.41,4.32,126,88.4,100,0
20,10.59,4.07,7.68,4.93,22,100,50,68.43
31,4.28,3.01,4.42,6.08,123,100,50,43.14
30,4.2,1.86,6.77,,114,100,0,78.81
37,4.01,2.26,2.56,6.03,152,100,50,21.29
17,11.22,3.48,3.5,6.32,290,91.74,50,24
35,10.53,4.12,3.76,7.57,220,100,50,43.12
18,9.75,3.46,2.23,5.85,273,100,50,14.06
24,5.93,2.63,3.04,6.74,202,100,50,58.42
19,7.04,,4.79,5.52,169,100,50,44.18
35,6.64,4.75,4.64,5.77,56,100,50,34.71
36,4.53,1.44,5.09,7.07,158,100,0,74.8
24,7.05,4.73,2.81,6.45,119,100,50,25.16
26,2.3,0.88,2.53,7.62,255,100,0,46.19
24,3.32,2.88,4.89,6.8,103,100,50,49.73
27,10.87,9.35,1.06,8.02,52,79.96,100,0
25,9.52,4.14,2.02,6.22,140,99.07,50,18.3
36,6.23,,0.34,6.46,49,99.8,50,0
30,7.17,2.27,0.58,7.35,53,100,50,47.13
22,5.7,4.9,1.95,5.11,152,82.36,50,0
22,9.41,5.78,0.16,5.93,227,83.48,100,0
39,9.84,3.21,1.96,7.12,159,100,50,25.17
22,9.63,4.87,5.24,4.14,95,100,50,29.18
27,9.23,,0.49,6.18,94,100,50,16.23
16,4.05,2.17,3.49,6.99,,100,50,40.07
26,5.38,3.78,7.3,8.84,117,100,50,100
24,6.7,3.9,6.33,8.39,144,100,50,62.95
26,5.31,2.82,2.44,5.4,153,95.48,50,29.01
25,9.55,3.55,7.4,6.54,245,100,50,73.07
29,5.29,2.36,2.64,4.28,219,95.97,50,22.15
30,3.38,1.22,0.58,5.2,56,100,0,33.57
31,5.99,4.7,7.95,7.87,157,100,50,96
16,11.8,4.5,6.96,4.62,227,100,50,42.09
32,4.26,2.8,3.73,5.29,213,99.32,50,27.36
26,8.12,4.11,5.33,8.72,75,100,50,67.19
33,6.33,2.76,5.37,,106,100,50,68.56
37,2.71,1.85,1.56,7.91,114,100,0,31.95
32,6.88,3.95,1.6,8.32,215,100,,16.72
31,9.02,4.87,3.76,7.75,211,100,50,26.07
20,7.13,4.68,7.29,4.6,163,100,50,42.37
39,10.72,6.38,0.08,6.58,,94.27,100,0
29,4.89,2.36,6.26,6.22,260,100,50,67.54
17,2.86,1.82,0.46,5.56,168,100,0,8.27
20,11.37,7.98,3.83,8.17,159,87.93,100,0
17,5.78,1.83,5.1,6.32,32,100,0,63.68
15,7.76,4.5,5.49,4.3,273,89.8,50,51.81
27,9.92,3.32,0.47,5.37,100,91.06,50,0
35,5.24,2.16,3.35,5.14,229,100,50,32.03
28,9.16,5.83,,8.44,239,100,100,30.26
27,3.35,2.75,0.53,7.24,78,100,50,23.35
18,4.91,4.07,1.08,6.8,147,98.18,50,18.57
21,3.45,1.18,5.31,6.53,281,100,0,61.32
36,10.11,5.58,4.17,7.25,287,94.56,100,9.65
24,4.23,2.75,1.29,7.77,48,100,50,24.9
21,9.17,3.56,4.28,6.77,87,100,,40.31
35,11.43,8.68,7.3,8.69,226,100,100,38.14
29,7.28,5.43,0.12,8.88,291,86.14,100,5.37
29,7.4,6.23,5.14,8.98,194,100,100,30.41
18,6.61,2.02,0.59,7.35,237,98,,23.6
37,5.26,2.26,0.05,8.66,179,100,50,24.64
37,6.76,5.38,1.21,,263,92.09,100,0
20,8.03,,3.38,8.3,272,97.49,100,28.98
38,11.86,9.92,6.42,8.55,208,95.92,100,2.46
34,11.38,3.8,2.25,8.52,280,98.34,50,32.35
19,10.62,6.99,5.01,8.15,149,100,100,30.36
34,10.89,6.99,3.29,6.03,22,98.08,100,0
26,6.68,2.15,1.87,4.79,62,100,50,40.12
15,8.57,5.21,4.11,5.67,152,100,100,32.14
22,10.95,7.29,6.38,,197,100,100,30.66
15,5.93,2.46,6.66,5.16,285,100,50,59.41
19,11.62,5.39,6.77,6.39,43,100,100,66.04
36,6.16,4.21,2.71,6.83,41,100,50,26.03
20,8.01,4.65,6.35,7.02,22,100,50,47.77
35,9.1,7.41,1.7,8.68,177,88.19,100,13.38
17,11.51,5.82,,7.31,23,100,100,45.94
29,4.45,2.05,7.59,7.93,126,100,50,95.67
19,9.46,8.43,0.11,6.91,291,70.02,100,0
38,7.21,6.1,3.52,8.17,251,92.67,100,11.36
28,4.69,1.49,5.18,5.32,257,100,0,71.74
32,9.77,7.45,5.61,5.05,91,93.39,100,9.74
30,7.52,2.75,1.41,8.63,107,100,50,34.44
20,8.61,2.72,7.78,7.47,35,100,50,87.07
39,5.23,2.43,4.92,7.36,110,100,50,73.91
38,6.81,3.14,1.31,6.34,39,100,50,24.19
28,8.17,6.47,0.16,5.88,231,73.73,100,0
38,6.05,4.39,6.27,6.78,103,100,50,42.88
22,3.98,3.54,0.64,4.6,145,90.56,50,0.51
21,11.62,8.45,1.13,6.27,70,80.04,100,0
22,7.11,3.92,4.6,6.28,37,100,50,29.49
27,9.34,,4.83,,,100,100,25.95
20,,5.5,5.5,7.17,143,100,100,49.15
32,5.55,4.03,3.15,8.79,47,100,50,42.45
16,6.07,4.6,6.19,7.26,160,100,50,51.63
22,6.09,5.26,7.79,8.42,25,100,100,90.9
25,7.44,2.74,2.17,6.78,176,100,50,46.65
15,7.43,5.37,5.62,7.13,125,100,100,34.01
36,6.97,5.65,7.43,4.35,138,100,100,57.01
20,3.35,2.92,5.49,4.67,156,100,50,54.49
30,6.96,2.97,5.45,6.9,48,100,50,57.7
34,3.69,2.22,1.79,5.98,185,100,50,22.37
26,3.26,2.31,4.28,7.99,84,100,50,60.08
25,11.33,5.08,4.5,6.72,75,100,100,46.21
24,8.05,5.32,5.6,8.41,115,100,100,47.6
17,8.59,3.9,7.97,8.86,234,100,50,67.47
27,6.02,3.01,0.27,4.74,250,78.74,50,0
17,11.09,6.26,0.52,,77,94.89,100,0
29,8.38,5.17,0.62,7.32,203,88.47,100,7.22
30,9.69,5.52,5.94,5.53,290,100,100,30.07
27,5.69,3.39,1.09,5.34,228,91.05,50,
31,11.6,5.56,4.98,8.07,182,100,100,52.26
17,10.2,4.03,2.6,8.9,108,100,50,41.55
34,10.54,3.46,3.66,7.87,290,100,50,60.22
25,3.72,1.55,1.73,6.62,116,100,0,48.45
35,4.71,3.06,6.93,6.21,94,100,50,68.74
33,4.86,3.75,4.69,6.7,107,100,50,46.19
36,4.71,1.89,7.56,6.31,25,100,0,100
25,10.55,3.85,4.6,6.51,175,100,,30.78
30,2.32,1.74,0.99,5.02,82,99,0,17.94
35,2.76,1.33,1.37,8.52,48,100,0,63.25
17,4.74,4.13,7.91,7.77,210,100,50,98.92
36,4,2.91,5.8,7.4,223,100,50,67.97
20,4.32,2.14,0.39,8.75,297,95.97,50,4.95
28,9.98,4.73,5.63,5.42,46,100,50,40.61
38,7.63,4.69,3.3,4.41,104,98.13,50,21.64
32,2.06,0.72,2.46,8.13,229,100,0,44.7
31,6.29,2.33,1.23,8.99,157,100,50,57.35
18,6.08,2.47,6.72,6.89,297,100,50,70.63
37,3.14,2.4,0.51,4.29,191,96.73,50,14.92
29,8.76,5.33,2.32,7.9,175,89.42,100,13.6
25,9.02,2.76,2.45,4.37,248,96.66,50,19.94
17,9.21,6.48,1.29,6.7,198,87.96,100,0
17,9.28,5.14,4.07,5.39,266,97.69,100,12.92
30,2,1.21,0.09,8.58,181,100,0,24.68
19,11.54,4.94,2.41,6.26,182,99.07,50,17.43
